Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,price_per_km,age_category,mileage_category,is_luxury,is_high_performance,is_fuel_efficient
15548,Maruti Baleno,Maruti,Baleno,2,20214.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5,725000.0,35.86445708632204,New,Good,0,0,0
15550,Maruti Swift Dzire,Maruti,Swift Dzire,7,100000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5,365000.0,3.649963500364996,Recent,Good,0,0,1
15551,Maruti Ertiga,Maruti,Ertiga,4,95000.0,Individual,Petrol,Automatic,17.03,1373.0,91.1,7,600000.0,6.315722992389554,Recent,Average,0,0,0
15552,BMW X1,BMW,X1,4,23000.0,Dealer,Diesel,Automatic,20.68,1995.0,182.25,5,1485000.0,64.56241032998565,Recent,Good,1,1,0
15554,Honda Amaze,Honda,Amaze,8,34294.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5,425000.0,12.39247703746902,Mature,Excellent,0,0,1
15555,Honda City,Honda,City,5,27275.0,Dealer,Petrol,Manual,17.4,1497.0,117.6,5,850000.0,31.162927115412817,Recent,Average,0,1,0
15556,Toyota Innova,Toyota,Innova,4,87000.0,Dealer,Diesel,Manual,13.68,2159.5,147.51,8,1485000.0,17.068769324490525,Recent,Low,0,1,0
15557,Renault Duster,Renault,Duster,7,56000.0,Dealer,Diesel,Manual,19.64,1461.0,108.45,5,525000.0,9.374832592275139,Recent,Average,0,0,0
15558,Maruti Wagon R,Maruti,Wagon R,11,25000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5,175000.0,6.999720011199552,Mature,Average,0,0,0
15559,Jaguar XF,Jaguar,XF,6,50000.0,Dealer,Diesel,Automatic,16.36,2159.5,182.25,5,1485000.0,29.699406011879763,Recent,Average,1,1,0
15560,Hyundai Santro,Hyundai,Santro,3,6500.0,Individual,CNG,Manual,30.48,1086.0,58.0,5,525000.0,80.75680664513152,New,Excellent,0,0,1
15561,Renault KWID,Renault,KWID,4,30000.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5,340000.0,11.332955568147728,Recent,Good,0,0,1
15564,Maruti Celerio,Maruti,Celerio,6,35000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5,450000.0,12.856775520699408,Recent,Good,0,0,1
15566,Toyota Innova,Toyota,Innova,6,117000.0,Dealer,Diesel,Manual,12.99,2159.5,100.6,8,1199000.0,10.247775660037094,Recent,Low,0,0,0
15567,Hyundai i10,Hyundai,i10,8,60000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5,230000.0,3.8332694455092415,Mature,Average,0,0,0
15568,Hyundai Grand,Hyundai,Grand,5,19000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,535000.0,28.156412820377874,Recent,Average,0,0,0
15569,Mahindra Scorpio,Mahindra,Scorpio,7,90000.0,Individual,Diesel,Manual,12.05,2159.5,120.0,7,600000.0,6.666592593415629,Recent,Low,0,1,0
15570,Hyundai i10,Hyundai,i10,12,30000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5,300000.0,9.999666677777407,Mature,Good,0,0,0
15572,Tata Tiago,Tata,Tiago,4,39871.0,Dealer,Petrol,Manual,23.84,1199.0,84.0,5,460000.0,11.536918138041733,Recent,Good,0,0,1
15573,Maruti Wagon R,Maruti,Wagon R,3,17000.0,Dealer,Petrol,Automatic,20.51,998.0,67.0,5,515000.0,30.29233574495618,New,Good,0,0,0
15574,Mahindra Bolero,Mahindra,Bolero,7,100000.0,Individual,Diesel,Manual,15.96,2159.5,62.1,7,510000.0,5.099949000509995,Recent,Average,0,0,0
15575,Toyota Innova,Toyota,Innova,4,130000.0,Dealer,Diesel,Manual,13.68,2159.5,147.8,7,1485000.0,11.422989053930355,Recent,Low,0,1,0
15577,Volkswagen Polo,Volkswagen,Polo,7,130000.0,Dealer,Diesel,Manual,20.14,1498.0,88.8,5,450000.0,3.46151183452435,Recent,Good,0,0,0
15578,Maruti Vitara,Maruti,Vitara,2,12000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5,950000.0,79.16006999416716,New,Good,0,0,1
15579,Maruti Alto,Maruti,Alto,8,48000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5,200000.0,4.166579862919522,Mature,Good,0,0,1
15580,Audi A4,Audi,A4,7,64000.0,Dealer,Diesel,Automatic,17.11,1968.0,174.33,5,1485000.0,23.202762456836613,Recent,Average,1,1,0
15581,Maruti Swift,Maruti,Swift,11,100000.0,Individual,Diesel,Manual,17.8,1248.0,75.0,5,217000.0,2.169978300216998,Mature,Average,0,0,0
15582,Hyundai i20,Hyundai,i20,5,49000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5,695000.0,14.183384012571173,Recent,Average,0,0,0
15585,Hyundai Grand,Hyundai,Grand,5,8700.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,450000.0,51.718193311113666,Recent,Average,0,0,0
15586,Mahindra Scorpio,Mahindra,Scorpio,9,70000.0,Individual,Diesel,Automatic,11.79,2159.5,120.0,8,690000.0,9.85700204282796,Mature,Low,0,1,0
15587,Hyundai i20,Hyundai,i20,2,25000.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5,775000.0,30.998760049598015,New,Average,0,0,0
15588,Maruti Swift,Maruti,Swift,9,85508.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5,425000.0,4.970237051070647,Mature,Average,0,0,0
15590,Mahindra Scorpio,Mahindra,Scorpio,4,91000.0,Dealer,Diesel,Manual,15.4,1997.0,120.0,7,915000.0,10.054834562257557,Recent,Average,0,1,0
15591,Maruti Swift Dzire,Maruti,Swift Dzire,6,52000.0,Dealer,Diesel,Manual,26.59,1248.0,74.0,5,490000.0,9.422895713543971,Recent,Excellent,0,0,1
15593,Maruti Wagon R,Maruti,Wagon R,17,50000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5,50000.0,0.999980000399992,Old,Average,0,0,0
15594,Hyundai Verna,Hyundai,Verna,6,130000.0,Individual,Diesel,Manual,23.9,1582.0,126.2,5,900000.0,6.9230236690487,Recent,Good,0,1,1
15595,Tata Tiago,Tata,Tiago,2,16876.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5,498000.0,29.507613912425192,New,Good,0,0,1
15597,Maruti Swift,Maruti,Swift,6,49134.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5,450000.0,9.158441029815814,Recent,Good,0,0,0
15598,Honda City,Honda,City,3,15000.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5,844000.0,56.26291580561296,New,Average,0,0,0
15599,Hyundai Grand,Hyundai,Grand,6,30000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5,450000.0,14.999500016666111,Recent,Average,0,0,0
15600,Maruti Baleno,Maruti,Baleno,2,13500.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5,720000.0,53.32938300866603,New,Good,0,0,0
15601,Honda Civic,Honda,Civic,11,80000.0,Individual,Petrol,Manual,13.5,1799.0,130.0,5,240000.0,2.9999625004687442,Mature,Low,0,1,0
15602,Maruti Wagon R,Maruti,Wagon R,4,29852.0,Dealer,CNG,Manual,26.6,998.0,58.16,5,431000.0,14.437409975546846,Recent,Excellent,0,0,1
15603,Mahindra XUV500,Mahindra,XUV500,7,80000.0,Individual,Diesel,Manual,15.1,2159.5,140.0,7,850000.0,10.624867189160135,Recent,Average,0,1,0
15606,Mahindra XUV500,Mahindra,XUV500,8,92000.0,Dealer,Diesel,Manual,15.1,2159.5,140.0,7,885000.0,9.619460658036326,Mature,Average,0,1,0
15607,Maruti Vitara,Maruti,Vitara,4,27000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5,875000.0,32.406207177511945,Recent,Good,0,0,1
15608,Toyota Innova,Toyota,Innova,7,30000.0,Individual,Diesel,Manual,12.99,2159.5,100.6,7,1250000.0,41.66527782407253,Recent,Low,0,0,0
15609,Honda City,Honda,City,7,84000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5,400000.0,4.761848073237223,Recent,Excellent,0,0,1
15610,Volkswagen Vento,Volkswagen,Vento,7,37540.0,Dealer,Petrol,Automatic,16.93,1197.0,103.2,5,565000.0,15.050211768466477,Recent,Average,0,0,0
15611,Maruti Wagon R,Maruti,Wagon R,8,20670.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5,345000.0,16.69004886072275,Mature,Good,0,0,0
15614,BMW X1,BMW,X1,5,30000.0,Individual,Diesel,Automatic,20.68,1995.0,182.25,5,1485000.0,49.49835005499817,Recent,Good,1,1,0
15616,Toyota Innova,Toyota,Innova,8,130000.0,Dealer,Diesel,Manual,12.99,2159.5,100.0,8,925000.0,7.11532988207783,Mature,Low,0,0,0
15617,BMW 5,BMW,5,11,130000.0,Dealer,Diesel,Automatic,16.73,2159.5,182.25,5,1150000.0,8.846085799340004,Mature,Average,1,1,0
15618,Honda City,Honda,City,6,60000.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5,625000.0,10.416493058449026,Recent,Average,0,0,0
15619,Maruti Vitara,Maruti,Vitara,5,66200.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5,750000.0,11.329134000996964,Recent,Good,0,0,1
15620,Datsun RediGO,Datsun,RediGO,4,18900.0,Dealer,Petrol,Manual,22.7,799.0,53.64,5,245000.0,12.962277128194275,Recent,Good,0,0,0
15622,Maruti Swift Dzire,Maruti,Swift Dzire,4,30503.0,Trustmark Dealer,Petrol,Automatic,22.0,1197.0,81.8,5,645000.0,21.144767899291896,Recent,Good,0,0,0
15623,Hyundai Verna,Hyundai,Verna,8,64000.0,Dealer,Petrol,Manual,17.01,1591.0,121.3,5,525000.0,8.202996828174559,Mature,Average,0,1,0
15624,Hyundai i20,Hyundai,i20,10,6708.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5,265000.0,39.49918020569385,Mature,Average,0,0,0
15625,Audi A6,Audi,A6,6,68000.0,Dealer,Diesel,Automatic,18.53,1968.0,182.25,5,1485000.0,21.83791414832135,Recent,Average,1,1,0
15629,Audi A6,Audi,A6,9,70000.0,Dealer,Diesel,Automatic,17.68,1968.0,174.33,5,1485000.0,21.21398265739061,Mature,Average,1,1,0
15630,Renault Duster,Renault,Duster,1,130000.0,Individual,Diesel,Automatic,19.87,1461.0,108.5,5,600000.0,4.615349112699133,New,Average,0,0,0
15631,Mahindra Scorpio,Mahindra,Scorpio,8,122772.0,Dealer,Diesel,Manual,12.05,2159.5,120.0,7,650000.0,5.294323670513875,Mature,Low,0,1,0
15632,Maruti Vitara,Maruti,Vitara,3,35000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5,734000.0,20.970829404874145,New,Good,0,0,1
15634,Hyundai Creta,Hyundai,Creta,3,60000.0,Individual,Diesel,Manual,21.38,1396.0,88.7,5,950000.0,15.833069448842519,New,Good,0,0,0
15635,Skoda Rapid,Skoda,Rapid,4,20125.0,Dealer,Diesel,Manual,20.5,1598.0,103.5,5,800000.0,39.74957766073735,Recent,Good,0,0,0
15636,Maruti Swift Dzire,Maruti,Swift Dzire,8,38000.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5,395000.0,10.394463303597274,Mature,Average,0,0,0
15637,Maruti Alto,Maruti,Alto,1,5000.0,Individual,Petrol,Manual,22.05,796.0,47.3,5,373000.0,74.58508298340332,New,Good,0,0,0
15638,Maruti Swift Dzire,Maruti,Swift Dzire,10,89000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5,360000.0,4.044898371928405,Mature,Average,0,0,0
15639,Maruti Wagon R,Maruti,Wagon R,2,17000.0,Individual,Petrol,Manual,20.52,1197.0,81.8,5,550000.0,32.351038174225046,New,Good,0,0,0
15641,Maruti Baleno,Maruti,Baleno,1,2400.0,Individual,Petrol,Manual,21.01,1197.0,81.8,5,700000.0,291.5451895043732,New,Good,0,0,0
15642,Maruti Vitara,Maruti,Vitara,3,62000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5,975000.0,15.725552813664295,New,Good,0,0,1
15643,Hyundai Grand,Hyundai,Grand,4,43000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,550000.0,12.790400223250622,Recent,Average,0,0,0
15645,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,7,50000.0,Dealer,Diesel,Automatic,11.3,2159.5,182.25,7,1485000.0,29.699406011879763,Recent,Low,1,1,0
15646,Maruti Wagon R,Maruti,Wagon R,10,120000.0,Individual,LPG,Manual,26.2,998.0,58.2,5,250000.0,2.083315972366897,Mature,Excellent,0,0,1
15649,Maruti Alto,Maruti,Alto,10,33111.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5,205000.0,6.191108963517758,Mature,Average,0,0,0
15650,Maruti Wagon R,Maruti,Wagon R,7,60000.0,Individual,LPG,Manual,14.6,998.0,61.6,5,350000.0,5.833236112731455,Recent,Low,0,0,0
15651,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,41000.0,Dealer,Diesel,Automatic,10.0,2143.0,170.0,5,1450000.0,35.3649910977781,Mature,Low,1,1,0
15652,Hyundai i20,Hyundai,i20,4,80000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,750000.0,9.374882813964826,Recent,Average,0,0,0
15653,Honda City,Honda,City,7,98000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,595000.0,6.071366618707972,Recent,Excellent,0,0,1
15654,Renault Duster,Renault,Duster,6,90431.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5,500000.0,5.529016277423921,Recent,Good,0,0,0
15655,Hyundai i10,Hyundai,i10,7,63000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5,295000.0,4.682465357692735,Recent,Good,0,0,0
15656,Honda Amaze,Honda,Amaze,7,80000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5,375000.0,4.687441406982413,Recent,Excellent,0,0,1
15657,Toyota Fortuner,Toyota,Fortuner,6,126000.0,Dealer,Diesel,Manual,13.0,2159.5,168.5,7,1485000.0,11.785620749041675,Recent,Low,0,1,0
15658,Maruti Celerio,Maruti,Celerio,5,29000.0,Dealer,Petrol,Manual,23.1,998.0,67.04,5,441000.0,15.206372194062274,Recent,Good,0,0,1
15659,Honda City,Honda,City,5,58000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,625000.0,10.775676281443424,Recent,Excellent,0,0,1
15660,Honda Amaze,Honda,Amaze,4,21000.0,Dealer,Petrol,Automatic,18.1,1199.0,88.7,5,575000.0,27.379648588162468,Recent,Average,0,0,0
15662,Mercedes-Benz S-Class,Mercedes-Benz,S-Class,8,60000.0,Individual,Diesel,Automatic,13.5,2159.5,182.25,5,1485000.0,24.749587506874885,Mature,Low,1,1,0
15664,Maruti Celerio,Maruti,Celerio,3,20365.0,Trustmark Dealer,Petrol,Manual,23.1,998.0,67.04,5,410000.0,20.131591868800943,New,Good,0,0,1
15665,Honda Amaze,Honda,Amaze,8,80000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5,300000.0,3.74995312558593,Mature,Excellent,0,0,1
15666,Ford Figo,Ford,Figo,11,89226.0,Dealer,Diesel,Manual,20.0,1399.0,68.0,5,300000.0,3.362210989946989,Mature,Average,0,0,0
15667,Honda City,Honda,City,6,70500.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5,650000.0,9.21972737975348,Recent,Excellent,0,0,1
15668,Maruti Vitara,Maruti,Vitara,3,93550.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5,875000.0,9.353187031672563,New,Good,0,0,1
15670,Maruti Swift,Maruti,Swift,9,85517.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5,425000.0,4.969713978343741,Mature,Average,0,0,0
15671,Skoda Rapid,Skoda,Rapid,5,50000.0,Dealer,Petrol,Automatic,14.3,1598.0,103.52,5,645000.0,12.899742005159897,Recent,Low,0,0,0
15672,Maruti Ciaz,Maruti,Ciaz,3,50000.0,Individual,Petrol,Automatic,20.28,1462.0,103.25,5,900000.0,17.999640007199854,New,Good,0,0,0
15673,Maruti Wagon R,Maruti,Wagon R,10,66000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5,245000.0,3.7120649687125953,Mature,Average,0,0,0
15674,Hyundai Creta,Hyundai,Creta,3,67806.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5,1295000.0,19.09832318197236,New,Average,0,1,0
15675,Hyundai Santro,Hyundai,Santro,13,75000.0,Dealer,Petrol,Manual,17.92,1086.0,62.1,5,145000.0,1.9333075558992547,Old,Average,0,0,0
15676,Honda Jazz,Honda,Jazz,5,53044.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5,555000.0,10.462814591384673,Recent,Average,0,0,0
15677,BMW X3,BMW,X3,9,60000.0,Individual,Diesel,Automatic,16.09,1995.0,182.25,5,1350000.0,22.499625006249897,Mature,Average,1,1,0
15678,Maruti Wagon R,Maruti,Wagon R,3,17000.0,Dealer,Petrol,Automatic,21.79,998.0,67.05,5,445000.0,26.174930886418444,New,Good,0,0,0
15679,Maruti Celerio,Maruti,Celerio,4,40000.0,Individual,Petrol,Automatic,21.63,998.0,67.0,5,500000.0,12.499687507812304,Recent,Good,0,0,0
15680,Honda Amaze,Honda,Amaze,3,17716.0,Dealer,Diesel,Automatic,23.8,1498.0,78.9,5,880000.0,49.66980865835074,New,Good,0,0,1
15681,Hyundai i20,Hyundai,i20,4,40000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,590000.0,14.74963125921852,Recent,Average,0,0,0
15682,Toyota Innova,Toyota,Innova,3,38000.0,Dealer,Diesel,Manual,13.68,2159.5,147.51,8,1485000.0,39.07791900213152,New,Low,0,1,0
15683,Renault Duster,Renault,Duster,4,30000.0,Individual,Diesel,Manual,19.72,1461.0,108.45,5,1150000.0,38.33205559814673,Recent,Average,0,0,0
15684,Maruti Ertiga,Maruti,Ertiga,3,37000.0,Dealer,CNG,Manual,17.5,1373.0,80.46,7,825000.0,22.296694683927463,New,Average,0,0,0
15685,Toyota Fortuner,Toyota,Fortuner,7,130000.0,Dealer,Diesel,Automatic,11.5,2159.5,169.0,7,1485000.0,11.422989053930355,Recent,Low,0,1,0
15686,Hyundai i20,Hyundai,i20,5,55000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5,500000.0,9.090743804658096,Recent,Average,0,0,0
15687,Maruti Swift Dzire,Maruti,Swift Dzire,13,50000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5,300000.0,5.999880002399952,Old,Average,0,0,0
15688,Hyundai Grand,Hyundai,Grand,6,61062.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5,337000.0,5.518890326384226,Recent,Good,0,0,1
15689,BMW 3,BMW,3,5,46000.0,Dealer,Diesel,Automatic,22.69,1995.0,182.25,5,1485000.0,32.28190691506706,Recent,Good,1,1,0
15691,Audi A4,Audi,A4,9,100581.0,Dealer,Diesel,Automatic,15.2,1968.0,140.8,5,1299000.0,12.91483565647929,Mature,Average,1,1,0
15692,Maruti Baleno,Maruti,Baleno,6,25800.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5,575000.0,22.285957908608193,Recent,Good,0,0,0
15693,Hyundai Verna,Hyundai,Verna,6,70000.0,Individual,Petrol,Manual,17.01,1591.0,121.4,5,525000.0,7.499892858673448,Recent,Average,0,1,0
15695,BMW 5,BMW,5,10,60000.0,Dealer,Diesel,Automatic,16.73,2159.5,182.25,5,1450000.0,24.16626389560174,Mature,Average,1,1,0
15697,Ford Ecosport,Ford,Ecosport,4,40423.0,Dealer,Petrol,Automatic,14.7,1496.0,120.69,5,895000.0,22.140312685533345,Recent,Low,0,1,0
15698,Hyundai i10,Hyundai,i10,8,72000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5,275000.0,3.8193913973417035,Mature,Good,0,0,0
15700,Volkswagen Vento,Volkswagen,Vento,6,50000.0,Individual,Petrol,Manual,16.09,1598.0,103.2,5,750000.0,14.99970000599988,Recent,Average,0,0,0
15701,Hyundai i20,Hyundai,i20,3,13000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5,875000.0,67.30251519113914,New,Good,0,0,0
15702,Maruti Baleno,Maruti,Baleno,3,22072.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5,840000.0,38.055542971050606,New,Good,0,0,0
15703,Hyundai i20,Hyundai,i20,9,39200.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5,345000.0,8.800795898063825,Mature,Average,0,0,0
15705,Ford Figo,Ford,Figo,5,68000.0,Dealer,Petrol,Manual,18.16,1196.0,86.8,5,525000.0,7.720474698901486,Recent,Average,0,0,0
15706,Renault KWID,Renault,KWID,3,21000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5,450000.0,21.427551068996713,New,Good,0,0,1
15707,Maruti Swift Dzire,Maruti,Swift Dzire,8,54000.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5,475000.0,8.796133404936946,Mature,Good,0,0,1
15708,Hyundai Grand,Hyundai,Grand,4,56000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5,565000.0,10.089105551686577,Recent,Average,0,0,0
15709,Hyundai Grand,Hyundai,Grand,5,44000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,410000.0,9.317970046135315,Recent,Average,0,0,0
15710,Mahindra KUV,Mahindra,KUV,5,25000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6,470000.0,18.799248030078797,Recent,Excellent,0,0,1
15711,Hyundai i20,Hyundai,i20,6,70000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5,595000.0,8.49987857316324,Recent,Good,0,0,0
15712,Skoda Rapid,Skoda,Rapid,6,65785.0,Dealer,Diesel,Manual,21.14,1498.0,103.52,5,625000.0,9.500501626485878,Recent,Good,0,0,0
15714,Hyundai i20,Hyundai,i20,9,71000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5,410000.0,5.774566555400628,Mature,Average,0,0,0
15715,Volkswagen Polo,Volkswagen,Polo,8,120000.0,Individual,Diesel,Manual,22.07,1199.0,73.9,5,375000.0,3.1249739585503455,Mature,Good,0,0,0
15716,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,5,44000.0,Dealer,Petrol,Automatic,14.74,1991.0,181.03,5,1485000.0,33.74923297197791,Recent,Low,1,1,0
15717,Hyundai Grand,Hyundai,Grand,7,40000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,495000.0,12.37469063273418,Recent,Average,0,0,0
15718,Maruti Swift Dzire,Maruti,Swift Dzire,8,43000.0,Dealer,Petrol,Automatic,17.4,1197.0,85.8,5,445000.0,10.348596544266412,Mature,Average,0,0,0
15719,Hyundai Verna,Hyundai,Verna,3,50000.0,Individual,Diesel,Automatic,22.0,1582.0,126.2,5,1050000.0,20.999580008399832,New,Good,0,1,0
15720,Mahindra XUV300,Mahindra,XUV300,2,7900.0,Dealer,Petrol,Manual,17.0,1197.0,110.0,5,850000.0,107.58131882040249,New,Average,0,0,0
15722,Maruti Swift,Maruti,Swift,12,54000.0,Dealer,Petrol,Manual,16.1,1298.0,88.2,5,360000.0,6.666543212162738,Mature,Average,0,0,0
15723,Maruti Wagon R,Maruti,Wagon R,5,120000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5,250000.0,2.083315972366897,Recent,Good,0,0,0
15724,Hyundai i20,Hyundai,i20,10,130000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5,210000.0,1.6153721894446966,Mature,Average,0,0,0
15726,Maruti Alto,Maruti,Alto,6,35000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5,275000.0,7.85691837376075,Recent,Good,0,0,1
15727,Honda Amaze,Honda,Amaze,7,53000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5,485000.0,9.150770740174714,Recent,Average,0,0,0
15729,Mahindra Scorpio,Mahindra,Scorpio,3,47000.0,Dealer,Diesel,Manual,16.36,2159.5,140.0,7,1350000.0,28.72279313206102,New,Average,0,1,0
15730,Maruti Wagon R,Maruti,Wagon R,10,50000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5,272000.0,5.439891202175956,Mature,Average,0,0,0
15732,Hyundai Grand,Hyundai,Grand,8,77000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5,425000.0,5.519408838846249,Mature,Average,0,0,0
15733,Audi Q7,Audi,Q7,8,33000.0,Dealer,Diesel,Automatic,12.07,2159.5,182.25,7,1485000.0,44.99863640495742,Mature,Low,1,1,0
15734,BMW X1,BMW,X1,3,30000.0,Individual,Diesel,Automatic,20.68,1995.0,182.25,5,1485000.0,49.49835005499817,New,Good,1,1,0
15735,Maruti Swift,Maruti,Swift,4,40000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5,540000.0,13.49966250843729,Recent,Good,0,0,0
15737,Maruti Alto,Maruti,Alto,6,60000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5,285000.0,4.749920834652756,Recent,Good,0,0,1
15739,Maruti Swift,Maruti,Swift,5,52000.0,Dealer,Petrol,Automatic,22.0,1197.0,81.8,5,650000.0,12.499759620007307,Recent,Good,0,0,0
15741,Tata Hexa,Tata,Hexa,3,79000.0,Individual,Diesel,Manual,17.6,2159.5,153.86,7,1485000.0,18.797230414804876,New,Average,0,1,0
15742,Honda City,Honda,City,6,78000.0,Dealer,Diesel,Manual,25.6,1498.0,97.9,5,725000.0,9.294752631376522,Recent,Excellent,0,0,1
15743,Maruti Swift,Maruti,Swift,6,60000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5,525000.0,8.749854169097182,Recent,Good,0,0,0
15744,Maruti Ciaz,Maruti,Ciaz,4,33000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5,713000.0,21.605405896791005,Recent,Good,0,0,0
15747,Hyundai Verna,Hyundai,Verna,11,110000.0,Individual,Petrol,Manual,16.2,1599.0,103.2,5,250000.0,2.2727066117580748,Mature,Average,0,0,0
15748,Maruti Ertiga,Maruti,Ertiga,8,30000.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7,580000.0,19.332688910369654,Mature,Average,0,0,0
15751,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,4,11500.0,Dealer,Petrol,Automatic,11.5,2159.5,182.25,5,1485000.0,129.11920702547604,Recent,Low,1,1,0
15752,Hyundai Creta,Hyundai,Creta,6,130000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5,950000.0,7.307636095106961,Recent,Average,0,1,0
15753,Volkswagen Vento,Volkswagen,Vento,6,53000.0,Dealer,Petrol,Automatic,16.93,1197.0,103.2,5,575000.0,10.848851908454558,Recent,Average,0,0,0
15754,Toyota Innova,Toyota,Innova,10,98000.0,Dealer,Diesel,Manual,12.99,2159.5,100.0,8,635000.0,6.479525719125315,Mature,Low,0,0,0
15755,Honda WR-V,Honda,WR-V,4,20000.0,Individual,Petrol,Manual,17.5,1199.0,88.7,5,750000.0,37.498125093745315,Recent,Average,0,0,0
15756,Honda City,Honda,City,7,42000.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5,645000.0,15.35677721959001,Recent,Average,0,0,0
15757,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,35000.0,Dealer,Petrol,Automatic,12.0,1991.0,182.25,5,1485000.0,42.42735921830805,Recent,Low,1,1,0
15758,BMW 3,BMW,3,4,16300.0,Individual,Petrol,Automatic,17.61,1998.0,182.25,5,1485000.0,91.09870560088338,Recent,Average,1,1,0
15759,Toyota Innova,Toyota,Innova,7,130000.0,Individual,Diesel,Manual,12.99,2159.5,100.6,8,900000.0,6.9230236690487,Recent,Low,0,0,0
15760,Tata Tiago,Tata,Tiago,2,10000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5,500000.0,49.99500049995,New,Good,0,0,1
